9.042s chrony-wait.service
  18ms dracut-pre-pivot.service
  16ms rpcbind.service
  15ms node-valid-hostname.service
  12ms nmstate-configuration.service
  11ms dracut-mount.service
  11ms sys-kernel-config.mount
  11ms kubelet-auto-node-size.service
  10ms sys-fs-fuse-connections.mount
  10ms systemd-update-done.service
  10ms rhsmcertd.service
   9ms systemd-user-sessions.service
   9ms initrd-parse-etc.service
   9ms ovs-delete-transient-ports.service
   8ms wait-for-primary-ip.service
   8ms systemd-update-utmp-runlevel.service
   7ms systemd-boot-update.service
   7ms systemd-update-utmp.service
   7ms aws-kubelet-nodename.service
   7ms rpc-statd-notify.service
   6ms systemd-random-seed.service
   6ms aws-kubelet-providerid.service
   5ms var.mount
   4ms modprobe@fuse.service
   4ms ostree-remount.service
   4ms modprobe@configfs.service
   1ms openvswitch.service
