7.037s chrony-wait.service
  62ms systemd-tmpfiles-setup-dev.service
  56ms systemd-remount-fs.service
  51ms systemd-udev-trigger.service
  51ms rpc-statd.service
  45ms console-login-helper-messages-gensnippet-ssh-keys.service
  40ms auditd.service
  35ms systemd-sysusers.service
  35ms dbus-broker.service
  35ms systemd-fsck@dev-disk-by\x2duuid-7d2b6539\x2da3dc\x2d407d\x2d85f9\x2d18d25d235d78.service
  31ms systemd-journald.service
  30ms nmstate.service
  29ms chronyd.service
  29ms dracut-pre-udev.service
  24ms initrd-udevadm-cleanup-db.service
  23ms sshd.service
  21ms rpc-statd-notify.service
  20ms systemd-journal-catalog-update.service
  20ms systemd-logind.service
  19ms kubelet-auto-node-size.service
  18ms systemd-sysctl.service
  16ms systemd-fsck-root.service
  15ms sys-fs-fuse-connections.mount
  14ms dracut-pre-trigger.service
  13ms sys-kernel-config.mount
  10ms rpcbind.service
   9ms node-valid-hostname.service
   9ms aws-kubelet-providerid.service
   8ms dracut-pre-pivot.service
   8ms var.mount
   8ms dracut-mount.service
   8ms systemd-boot-update.service
   7ms nmstate-configuration.service
   7ms systemd-user-sessions.service
   6ms ovs-delete-transient-ports.service
   6ms rhsmcertd.service
   6ms initrd-parse-etc.service
   6ms wait-for-primary-ip.service
   5ms systemd-update-utmp.service
   5ms systemd-random-seed.service
   5ms systemd-update-done.service
   4ms modprobe@configfs.service
   4ms modprobe@fuse.service
   4ms aws-kubelet-nodename.service
   3ms dracut-pre-mount.service
   3ms systemd-update-utmp-runlevel.service
   3ms ostree-remount.service
 972us openvswitch.service
