12.114s chrony-wait.service
   55ms dracut-shutdown.service
   46ms systemd-journald.service
   42ms auditd.service
   39ms systemd-fsck@dev-disk-by\x2duuid-2272687c\x2d2206\x2d4025\x2d9406\x2d41bd6bcce0e7.service
   36ms sshd.service
   30ms dracut-pre-trigger.service
   29ms dracut-pre-mount.service
   29ms dbus-broker.service
   29ms initrd-udevadm-cleanup-db.service
   26ms nmstate.service
   25ms node-valid-hostname.service
   19ms systemd-journal-catalog-update.service
   18ms dracut-pre-pivot.service
   16ms nmstate-configuration.service
   15ms systemd-fsck-root.service
   12ms systemd-update-utmp.service
   12ms sys-kernel-config.mount
   11ms sys-fs-fuse-connections.mount
   11ms kubelet-auto-node-size.service
   11ms dracut-mount.service
   10ms systemd-user-sessions.service
   10ms initrd-parse-etc.service
    9ms ovs-delete-transient-ports.service
    9ms systemd-boot-update.service
    8ms rhsmcertd.service
    7ms systemd-update-done.service
    7ms systemd-random-seed.service
    7ms systemd-update-utmp-runlevel.service
    7ms aws-kubelet-nodename.service
    6ms aws-kubelet-providerid.service
    6ms rpc-statd-notify.service
    5ms wait-for-primary-ip.service
    5ms var.mount
    4ms ostree-remount.service
    4ms modprobe@configfs.service
    4ms modprobe@fuse.service
    1ms openvswitch.service
