7.099s chrony-wait.service
  20ms systemd-journal-catalog-update.service
  18ms node-valid-hostname.service
  17ms dracut-pre-pivot.service
  16ms nmstate-configuration.service
  15ms modprobe@configfs.service
  14ms kubelet-auto-node-size.service
  13ms rhsmcertd.service
  13ms sys-fs-fuse-connections.mount
  12ms sys-kernel-config.mount
  11ms ovs-delete-transient-ports.service
  11ms rpc-statd-notify.service
  11ms dracut-mount.service
  11ms initrd-parse-etc.service
  11ms aws-kubelet-providerid.service
  10ms systemd-user-sessions.service
   9ms systemd-update-utmp.service
   8ms wait-for-primary-ip.service
   8ms systemd-update-utmp-runlevel.service
   7ms systemd-update-done.service
   7ms dracut-pre-mount.service
   7ms systemd-boot-update.service
   7ms aws-kubelet-nodename.service
   7ms systemd-random-seed.service
   5ms var.mount
   5ms modprobe@fuse.service
   5ms ostree-remount.service
   1ms openvswitch.service
