11.072s chrony-wait.service
   27ms initrd-udevadm-cleanup-db.service
   25ms nmstate.service
   23ms systemd-sysctl.service
   20ms systemd-fsck-root.service
   19ms node-valid-hostname.service
   18ms dracut-pre-pivot.service
   17ms systemd-journal-catalog-update.service
   15ms rpcbind.service
   14ms sys-fs-fuse-connections.mount
   13ms sys-kernel-config.mount
   12ms nmstate-configuration.service
   12ms ovs-delete-transient-ports.service
   12ms dracut-mount.service
   11ms kubelet-auto-node-size.service
   10ms initrd-parse-etc.service
    8ms rhsmcertd.service
    8ms systemd-update-utmp.service
    8ms systemd-user-sessions.service
    7ms systemd-random-seed.service
    7ms systemd-update-utmp-runlevel.service
    7ms systemd-boot-update.service
    7ms systemd-update-done.service
    7ms dracut-pre-mount.service
    6ms wait-for-primary-ip.service
    5ms ostree-remount.service
    5ms rpc-statd-notify.service
    4ms modprobe@configfs.service
    4ms aws-kubelet-nodename.service
    4ms var.mount
    4ms aws-kubelet-providerid.service
    3ms modprobe@fuse.service
    1ms openvswitch.service
