24.065s chrony-wait.service
   60ms systemd-network-generator.service
   56ms kubelet-cleanup.service
   48ms systemd-remount-fs.service
   47ms systemd-sysusers.service
   46ms coreos-ignition-write-issues.service
   46ms coreos-platform-chrony-config.service
   44ms rpc-statd.service
   44ms console-login-helper-messages-gensnippet-ssh-keys.service
   43ms systemd-logind.service
   43ms dracut-pre-udev.service
   43ms dracut-shutdown.service
   40ms systemd-journal-flush.service
   40ms systemd-fsck@dev-disk-by\x2duuid-627afa46\x2d792a\x2d4657\x2db3ad\x2d6790f467cd92.service
   39ms chronyd.service
   38ms sshd.service
   37ms systemd-journald.service
   36ms auditd.service
   27ms node-valid-hostname.service
   25ms multipathd.service
   25ms dracut-pre-trigger.service
   22ms systemd-vconsole-setup.service
   22ms dbus-broker.service
   18ms kubelet-auto-node-size.service
   18ms systemd-sysctl.service
   17ms initrd-parse-etc.service
   16ms systemd-journal-catalog-update.service
   15ms rpc-statd-notify.service
   14ms systemd-fsck-root.service
   14ms dracut-pre-pivot.service
   14ms var.mount
   14ms initrd-udevadm-cleanup-db.service
   13ms rpcbind.service
   13ms sys-fs-fuse-connections.mount
   12ms sys-kernel-config.mount
   12ms dracut-mount.service
   11ms rdma-ndd.service
   11ms dracut-pre-mount.service
   11ms nmstate-configuration.service
   10ms systemd-boot-update.service
    9ms ovs-delete-transient-ports.service
    8ms systemd-random-seed.service
    7ms rhsmcertd.service
    7ms systemd-update-utmp-runlevel.service
    7ms systemd-user-sessions.service
    7ms systemd-update-utmp.service
    6ms systemd-update-done.service
    6ms nmstate.service
    4ms wait-for-primary-ip.service
    4ms modprobe@configfs.service
    3ms modprobe@fuse.service
    2ms ostree-remount.service
    1ms openvswitch.service
